username,followers,following,bio_length,posts_per_month,account_age_months,verified,label
user_1452,4061,695,8,82,41,0,0
user_1453,6717,213,132,38,7,0,0
user_1454,8140,849,49,45,88,0,0
user_1455,5347,117,136,85,55,0,1
user_1456,8014,149,199,19,74,0,0
user_1457,5140,543,103,59,23,0,0
user_1458,6959,278,156,32,71,0,0
user_1459,1120,181,102,91,78,1,0
user_1460,4217,658,37,51,13,0,0
user_1461,4545,723,77,12,86,0,0
user_1462,3998,455,70,7,2,0,0
user_1463,2126,422,17,48,100,0,1
user_1464,316,607,76,74,28,0,0
user_1465,3130,15,58,83,33,0,0
user_1466,4734,50,193,18,78,0,0
user_1467,9912,422,189,77,61,0,0
user_1468,187,571,152,28,2,0,0
user_1469,3000,251,23,26,45,0,1
user_1470,6705,751,15,98,107,1,0
user_1471,5924,745,87,72,28,0,0
user_1472,4450,101,118,24,12,0,1
user_1473,325,99,106,90,110,0,0
user_1474,6723,358,143,30,79,0,0
user_1475,1198,270,80,17,74,0,0
user_1476,4566,598,63,6,104,1,0
user_1477,9602,965,45,39,50,0,1
user_1478,23,127,127,65,108,1,0
user_1479,2017,204,32,1,112,0,1
user_1480,7049,524,100,59,115,1,1
user_1481,1520,405,146,72,40,0,0
user_1482,9312,733,30,67,74,0,0
user_1483,2034,129,131,96,84,1,0
user_1484,8082,407,69,68,2,0,1
user_1485,8846,648,155,82,31,0,0
user_1486,1719,166,7,38,53,0,0
user_1487,5692,235,2,66,6,0,0
user_1488,4687,539,48,34,28,0,0
user_1489,3019,208,95,84,89,0,1
user_1490,8552,552,86,11,67,0,1
user_1491,7049,328,127,30,98,0,0
user_1492,8543,788,24,75,32,1,0
user_1493,5375,680,169,89,89,0,0
user_1494,459,529,132,48,99,0,0
user_1495,5563,21,152,31,111,0,0
user_1496,7547,659,182,2,40,0,1
user_1497,3054,399,134,30,98,0,0
user_1498,6030,27,105,62,35,0,0
user_1499,2926,62,187,0,55,0,1
user_1500,2133,246,184,82,82,0,0
user_1501,4404,422,114,88,10,0,0
user_1502,5381,610,160,70,34,0,0
user_1503,7598,918,10,27,105,0,0
user_1504,8213,639,61,23,44,0,0
user_1505,3814,206,140,77,48,0,1
user_1506,7691,932,83,37,9,0,0
user_1507,9640,427,58,29,68,0,0
user_1508,131,952,29,82,71,0,1
user_1509,3382,114,53,77,95,0,0
user_1510,677,429,144,49,114,0,0
user_1511,9927,588,128,60,119,0,1
user_1512,7159,369,135,6,113,0,0
user_1513,5170,952,196,21,43,0,0
user_1514,2734,1,25,38,58,0,1
user_1515,9284,537,69,95,119,0,0
user_1516,4085,834,99,19,64,0,0
user_1517,4884,762,32,33,98,0,0
user_1518,936,732,87,33,3,0,0
user_1519,7117,620,14,10,102,0,0
user_1520,7291,138,4,54,40,0,1
user_1521,9077,477,119,59,12,0,0
user_1522,8832,628,12,85,81,0,0
user_1523,6082,756,84,24,106,0,1
user_1524,9344,880,88,28,40,0,0
user_1525,7017,970,84,76,112,0,0
user_1526,1190,520,129,8,56,0,1
user_1527,4078,35,39,97,101,0,0
user_1528,9911,762,133,58,29,0,0
user_1529,9046,900,97,36,92,0,1
user_1530,4505,510,143,49,58,0,0
user_1531,5860,7,134,63,35,0,0
user_1532,4076,211,97,8,115,0,0
user_1533,4372,642,124,93,64,0,0
user_1534,2028,577,108,42,38,0,0
user_1535,6241,734,103,40,106,0,0
user_1536,3323,972,178,56,89,0,0
user_1537,3704,634,135,81,4,0,0
user_1538,530,340,38,23,86,0,0
user_1539,1180,235,106,27,48,0,0
user_1540,3094,881,105,31,74,0,0
user_1541,7093,772,93,90,24,0,0
user_1542,6137,416,118,74,53,0,0
user_1543,2329,240,168,82,31,0,0
user_1544,4542,972,15,47,2,0,0
user_1545,3674,991,7,67,54,0,0
user_1546,9879,363,20,21,68,0,0
user_1547,9972,840,188,65,115,0,0
user_1548,6773,44,11,23,116,0,0
user_1549,2161,714,24,81,61,0,0
user_1550,2184,427,151,76,68,0,1
user_1551,9649,634,175,34,103,0,0
user_1552,3128,279,179,25,73,0,0
user_1553,1651,355,168,25,97,0,0
user_1554,3651,977,105,35,14,0,0
user_1555,9698,227,84,57,75,0,0
user_1556,2827,25,8,50,63,1,0
user_1557,5011,669,104,99,16,0,1
user_1558,1563,845,199,94,87,0,0
user_1559,3371,394,193,6,75,0,0
user_1560,7108,647,69,63,115,1,0
user_1561,7917,951,154,64,46,0,0
user_1562,2585,917,99,64,70,0,1
user_1563,4659,906,86,2,41,0,1
user_1564,1978,683,188,29,2,0,0
user_1565,6172,431,91,46,85,0,1
user_1566,2667,31,147,8,36,0,0
user_1567,5342,848,64,52,111,0,0
user_1568,9248,402,153,50,52,0,0
user_1569,259,29,39,50,112,1,0
user_1570,8196,503,114,29,44,0,0
user_1571,3822,198,80,98,86,0,0
user_1572,5428,46,8,22,99,0,1
user_1573,1685,618,147,6,31,0,0
user_1574,1148,302,67,64,47,0,0
user_1575,5008,135,111,52,100,0,1
user_1576,5222,334,29,99,26,0,0
user_1577,7086,397,95,19,23,0,0
user_1578,7278,487,32,71,21,0,0
user_1579,2966,397,56,49,69,0,0
user_1580,4483,907,9,59,39,0,0
user_1581,6001,977,51,58,118,0,0
user_1582,7013,189,32,14,102,0,1
user_1583,6278,607,156,9,28,0,0
user_1584,2122,363,45,16,90,0,0
user_1585,1945,159,50,74,118,0,1
user_1586,3081,878,95,27,95,0,0
user_1587,3039,772,111,85,88,0,0
user_1588,9287,50,122,70,64,0,0
user_1589,1819,225,68,28,13,0,0
user_1590,4876,919,13,65,50,0,0
user_1591,6527,866,155,81,112,0,0
user_1592,2758,43,99,57,89,0,0
user_1593,1843,564,191,28,71,0,0
user_1594,8329,556,14,3,5,0,1
user_1595,9836,377,90,23,15,1,0
user_1596,6195,711,187,31,72,0,0
user_1597,4160,810,47,51,117,0,0
user_1598,9942,140,87,32,53,0,0
user_1599,6316,879,39,29,32,0,1
user_1600,3496,160,95,10,12,0,0
user_1601,1918,158,46,49,31,0,1
user_1602,9218,630,127,91,5,1,0
user_1603,6240,545,169,57,101,0,1
user_1604,4810,201,58,49,104,0,0
user_1605,5300,824,16,80,105,0,0
user_1606,5956,258,1,73,18,1,0
user_1607,388,43,189,60,40,0,0
user_1608,4918,655,14,14,3,0,1
user_1609,3438,238,61,73,52,0,0
user_1610,4992,399,118,2,47,0,1
user_1611,9373,157,67,73,22,0,0
user_1612,9707,64,34,60,36,0,0
user_1613,3702,522,166,2,23,0,1
user_1614,2045,39,198,57,53,0,0
user_1615,6166,956,17,77,30,0,0
user_1616,3169,289,163,82,73,0,0
user_1617,7216,500,190,1,83,0,1
user_1618,951,338,187,13,8,0,0
user_1619,3618,596,172,87,72,0,0
user_1620,3029,44,152,91,38,0,0
user_1621,2164,211,45,93,22,0,0
user_1622,2818,136,54,98,69,0,0
user_1623,3109,86,97,66,97,0,0
user_1624,4916,6,35,33,110,0,0
user_1625,4209,281,63,29,116,0,0
user_1626,1940,160,153,39,104,0,0
user_1627,3492,294,102,38,89,0,0
user_1628,6478,230,24,4,86,0,1
user_1629,3557,34,149,26,15,0,0
user_1630,2693,728,118,78,32,0,0
user_1631,6282,430,50,77,48,1,1
user_1632,4153,81,196,80,20,0,0
user_1633,5617,876,64,92,25,0,0
user_1634,7516,88,191,31,55,1,0
user_1635,7550,776,26,77,13,0,0
user_1636,2642,686,87,36,20,0,0
user_1637,6032,772,25,93,112,0,0
user_1638,23,293,41,42,71,0,0
user_1639,5642,87,112,78,40,0,1
user_1640,1304,53,154,27,61,0,0
user_1641,1706,826,198,53,16,0,0
user_1642,131,982,40,50,79,0,0
user_1643,1657,640,82,5,11,0,1
user_1644,1980,47,93,19,112,0,0
user_1645,8312,484,14,9,33,0,1
user_1646,5021,183,176,6,33,0,0
user_1647,6471,311,115,53,59,0,0
user_1648,5102,765,35,16,45,1,0
user_1649,2930,143,143,14,91,0,0
user_1650,3074,763,64,49,104,0,0
user_1651,5184,722,150,97,42,0,0
user_1652,1039,645,84,69,67,0,0
user_1653,604,846,115,69,56,0,0
user_1654,4303,613,9,88,23,0,0
user_1655,276,384,151,69,43,0,0
user_1656,7364,209,43,73,77,0,0
user_1657,6700,15,85,68,92,0,0
user_1658,9433,288,192,53,110,0,1
user_1659,7520,110,80,89,4,0,0
user_1660,9896,572,162,71,78,0,0
user_1661,3999,390,9,64,73,0,1
user_1662,5933,274,119,44,113,0,0
user_1663,4808,423,179,33,57,0,0
user_1664,1059,797,63,64,113,0,0
user_1665,9967,883,173,84,119,0,0
user_1666,1880,100,158,74,42,0,0
user_1667,9123,74,142,54,53,1,0
user_1668,2230,31,63,82,36,0,0
user_1669,7097,285,87,21,7,0,0
user_1670,4631,12,189,58,12,0,0
user_1671,7227,866,38,55,59,0,1
user_1672,8725,844,14,69,103,0,0
user_1673,5324,952,42,89,84,1,0
user_1674,6193,555,185,72,64,0,0
user_1675,9025,537,135,55,31,0,0
user_1676,1009,7,102,19,32,0,0
user_1677,9261,669,169,25,71,0,0
user_1678,6,442,191,55,24,0,0
user_1679,9343,435,67,54,19,0,0
user_1680,718,186,160,98,12,0,0
user_1681,6859,325,191,43,93,0,0
user_1682,8954,295,13,63,83,0,1
user_1683,3881,819,44,50,59,0,0
user_1684,2984,992,55,19,26,0,0
user_1685,837,722,60,57,19,0,0
user_1686,7558,205,130,48,38,0,0
user_1687,6979,302,184,51,118,0,0
user_1688,1450,79,149,78,105,0,0
user_1689,6310,132,70,83,98,0,0
user_1690,341,344,136,9,100,0,0
user_1691,7226,199,37,16,76,0,0
user_1692,9724,826,44,72,96,0,0
user_1693,2726,540,67,45,76,0,0
user_1694,6600,760,59,43,88,1,0
user_1695,4293,524,178,61,30,0,1
user_1696,341,155,110,17,69,0,0
user_1697,5666,598,170,89,11,0,0
user_1698,1957,326,53,37,3,0,0
user_1699,4774,74,158,33,85,0,0
user_1700,1374,703,186,13,13,0,1
user_1701,9253,197,112,4,60,0,1
user_1702,2208,998,107,51,5,0,1
user_1703,4440,966,57,11,118,0,0
user_1704,3644,605,179,31,101,0,1
user_1705,805,300,166,66,66,0,1
user_1706,4647,318,159,47,91,0,0
user_1707,3186,223,12,12,28,0,1
user_1708,2217,934,135,45,102,1,0
user_1709,2209,349,87,41,82,0,0
user_1710,452,538,98,17,79,1,0
user_1711,5534,215,96,3,71,1,0
user_1712,2299,148,52,50,47,0,0
user_1713,2349,689,78,92,75,0,0
user_1714,1635,455,139,28,87,0,0
user_1715,9951,864,6,62,91,0,0
user_1716,636,450,73,2,106,0,1
user_1717,5560,680,103,4,11,0,1
user_1718,1388,594,74,30,11,0,0
user_1719,2436,538,186,18,55,0,0
user_1720,5708,958,71,59,98,0,0
user_1721,5771,219,177,35,13,1,1
user_1722,9338,255,53,67,111,0,0
user_1723,8485,963,178,94,77,0,0
user_1724,1588,602,149,38,26,0,0
user_1725,3265,368,58,31,27,0,1
user_1726,1192,918,21,7,39,0,0
user_1727,7243,47,41,85,76,0,0
user_1728,2704,551,57,82,117,0,0
user_1729,195,40,195,42,13,0,0
user_1730,4232,23,49,74,95,0,0
user_1731,7040,729,152,58,33,0,1
user_1732,2800,484,75,0,64,0,1
user_1733,5300,808,111,84,55,0,0
user_1734,8467,440,22,51,46,0,1
user_1735,4497,621,120,32,83,0,0
user_1736,7169,877,135,9,69,0,0
user_1737,2558,363,168,77,19,0,0
user_1738,9756,664,70,77,60,0,0
user_1739,7799,215,190,32,112,1,0
user_1740,9977,893,135,89,20,1,1
user_1741,6451,290,82,52,64,0,1
user_1742,8494,452,119,14,11,0,0
user_1743,21,17,8,94,110,0,1
user_1744,9112,904,5,33,45,0,0
user_1745,3379,312,146,38,61,0,0
user_1746,1295,468,54,56,53,0,0
user_1747,7029,372,103,77,71,1,0
user_1748,9402,461,159,17,86,0,0
user_1749,1925,375,102,95,101,0,0
user_1750,4959,561,118,15,22,0,0
user_1751,7860,197,17,35,50,0,0
user_1752,2408,915,151,91,3,0,0
user_1753,173,59,128,3,8,0,1
user_1754,2025,700,38,92,72,0,0
user_1755,2481,544,129,6,13,0,1
user_1756,4325,612,66,23,50,0,0
user_1757,5612,271,8,66,77,0,0
user_1758,6968,98,30,39,28,1,0
user_1759,8598,130,106,97,104,0,0
user_1760,9450,323,16,53,21,0,0
user_1761,1263,200,163,35,92,0,0
user_1762,8984,712,182,99,71,0,0
user_1763,4849,805,153,61,21,0,0
user_1764,3886,325,29,18,14,0,0
user_1765,8514,247,88,48,78,0,0
user_1766,2261,996,105,93,54,0,0
user_1767,8778,547,103,51,35,0,1
user_1768,1462,21,98,46,32,0,0
user_1769,909,169,189,35,78,0,0
user_1770,538,62,96,6,43,0,0
user_1771,2453,587,195,0,66,0,1
user_1772,7591,20,2,61,57,0,0
user_1773,185,535,63,19,35,0,1
user_1774,7659,164,94,65,111,0,0
user_1775,6575,402,137,95,105,0,0
user_1776,6322,644,138,60,74,0,0
user_1777,8282,45,11,49,76,0,0
user_1778,4515,872,75,22,33,0,1
user_1779,8714,361,30,50,25,0,1
user_1780,5555,735,181,39,31,1,1
user_1781,4116,84,186,88,89,0,1
user_1782,3902,334,134,37,21,0,0
user_1783,1680,614,157,79,87,0,0
user_1784,819,324,176,90,60,1,0
user_1785,2163,810,67,75,87,0,0
user_1786,4085,959,163,64,22,0,0
user_1787,7708,178,118,11,92,0,0
user_1788,5566,910,188,90,14,0,0
user_1789,3870,112,115,7,9,0,0
user_1790,7009,265,83,77,118,1,0
user_1791,2654,135,21,56,29,0,0
user_1792,5836,356,118,2,45,0,1
user_1793,6596,253,18,79,43,0,0
user_1794,8301,908,40,79,47,0,0
user_1795,618,784,184,65,5,0,0
user_1796,9770,360,121,79,90,0,0
user_1797,7463,298,101,21,69,0,0
user_1798,4679,120,188,91,51,0,0
user_1799,4688,177,7,16,117,0,0
user_1800,6323,638,67,95,114,0,0
user_1801,7612,387,142,14,35,0,0
user_1802,1598,35,81,55,71,0,0
user_1803,9250,353,64,24,89,0,0
user_1804,7170,988,148,36,36,0,0
user_1805,2018,784,177,35,49,1,0
user_1806,3787,996,13,92,82,1,0
user_1807,8818,334,150,19,88,0,0
user_1808,8989,635,43,27,12,0,0
user_1809,5209,631,198,88,114,0,0
user_1810,3173,241,196,83,41,0,0
user_1811,1672,242,14,69,107,0,0
user_1812,8184,964,151,37,46,0,0
user_1813,3901,874,142,18,89,0,0
user_1814,2639,511,23,47,31,0,0
user_1815,3377,179,77,52,3,0,1
user_1816,6152,947,23,87,112,0,0
user_1817,9238,657,28,59,53,0,0
user_1818,5514,953,185,48,95,0,0
user_1819,7405,849,87,55,103,0,0
user_1820,8002,518,82,73,46,0,0
user_1821,3130,890,150,40,116,0,1
user_1822,9749,915,89,43,42,0,0
user_1823,5789,557,38,24,25,0,0
user_1824,5688,442,95,32,20,0,0
user_1825,1621,688,95,54,111,0,0
user_1826,4143,280,86,14,45,0,0
user_1827,7374,283,23,49,8,0,0
user_1828,4908,907,186,96,103,0,0
user_1829,1157,839,92,22,11,0,0
user_1830,4391,903,158,65,79,0,1
user_1831,1129,600,131,30,102,0,0
user_1832,7901,114,171,19,19,0,0
user_1833,3617,333,80,79,110,0,0
user_1834,2819,90,82,34,70,0,0
user_1835,8040,475,36,24,31,0,0
user_1836,426,335,184,13,72,0,0
user_1837,1667,697,39,51,73,0,0
user_1838,2708,613,195,33,4,0,0
user_1839,1800,897,198,19,70,0,0
user_1840,8137,704,31,32,57,0,0
user_1841,6533,433,98,33,35,0,0
user_1842,5499,930,40,65,86,0,0
user_1843,4143,910,10,69,116,0,0
user_1844,853,381,8,65,11,0,0
user_1845,9575,206,124,74,46,0,0
user_1846,6141,704,14,15,75,0,0
user_1847,9298,523,110,75,103,0,0
user_1848,7481,945,124,64,65,1,0
user_1849,9030,914,91,23,57,0,0
user_1850,6355,129,187,85,52,0,0
user_1851,9032,270,117,23,79,0,0
user_1852,8222,67,7,21,99,0,0
user_1853,7466,897,125,29,97,0,0
user_1854,2591,921,140,12,16,0,0
user_1855,1901,187,9,68,42,0,0
user_1856,8059,964,192,2,19,0,1
user_1857,88,279,38,4,87,0,1
user_1858,4013,439,157,91,35,0,1
user_1859,7595,788,141,27,84,1,0
user_1860,7843,228,187,11,119,0,0
user_1861,2091,394,119,7,19,0,0
user_1862,8981,604,141,14,95,0,1
user_1863,3254,601,175,22,43,0,0
user_1864,9954,487,166,49,32,0,0
user_1865,2565,527,185,87,38,0,0
user_1866,4420,833,62,32,81,1,0
user_1867,4581,337,73,84,2,0,0
user_1868,5676,248,123,46,109,1,0
user_1869,2715,246,197,18,58,0,0
user_1870,5461,396,142,55,108,0,0
user_1871,7557,753,158,75,103,0,1
user_1872,5396,186,131,95,89,0,0
user_1873,2684,588,90,95,105,1,0
user_1874,5381,236,182,63,24,0,0
user_1875,2670,205,114,2,66,1,0
user_1876,487,204,116,42,40,0,0
user_1877,5904,561,19,90,42,0,0
user_1878,5229,668,26,40,59,0,0
user_1879,5655,248,82,71,13,1,0
user_1880,3185,897,138,30,1,0,0
user_1881,8492,474,41,38,8,1,1
user_1882,5460,437,80,37,114,0,0
user_1883,3678,300,72,77,58,0,0
user_1884,4028,974,72,49,45,0,1
user_1885,3737,485,100,42,56,0,0
user_1886,8358,329,99,22,119,0,0
user_1887,6176,554,24,13,15,1,1
user_1888,3272,623,139,60,83,0,0
user_1889,784,740,26,0,96,0,1
user_1890,6804,129,139,62,74,0,0
user_1891,1044,353,120,85,102,0,0
user_1892,4810,58,174,19,36,0,1
user_1893,1107,657,149,99,67,1,0
user_1894,3197,328,193,47,27,0,0
user_1895,3531,634,171,85,39,0,1
user_1896,5153,742,156,0,32,0,1
user_1897,6577,819,111,8,41,0,0
user_1898,8833,622,86,28,108,0,1
user_1899,9077,962,151,64,80,0,0
user_1900,1759,352,29,18,100,0,0
user_1901,8963,188,134,45,95,0,0
user_1902,8606,735,140,20,5,1,0
user_1903,3342,880,62,65,118,0,0
user_1904,8052,19,73,76,102,0,0
user_1905,4912,72,56,21,99,0,1
user_1906,3449,623,173,84,35,0,0
user_1907,1124,48,193,33,112,0,0
user_1908,2414,936,25,0,36,0,1
user_1909,6525,963,122,35,2,0,0
user_1910,9428,892,36,23,4,0,1
user_1911,4728,577,18,43,65,0,0
user_1912,8276,130,99,26,90,0,0
user_1913,795,902,51,69,67,0,1
user_1914,1685,275,147,13,21,0,0
user_1915,9725,393,91,84,42,0,0
user_1916,8892,667,129,40,32,0,0
user_1917,4213,363,150,20,72,0,0
user_1918,9782,390,108,66,35,0,0
user_1919,8077,171,34,69,2,0,0
user_1920,4799,153,194,36,17,0,0
user_1921,7610,762,4,69,62,0,1
user_1922,9610,460,5,3,14,0,1
user_1923,6294,987,4,81,62,0,1
user_1924,3492,153,164,94,50,0,1
user_1925,2599,281,173,97,25,1,0
user_1926,2552,417,165,0,24,0,1
user_1927,7893,754,83,86,36,0,0
user_1928,3031,991,110,22,117,0,1
user_1929,6692,196,154,20,110,0,0
user_1930,4844,882,104,14,42,0,0
user_1931,6484,648,171,76,95,0,1
user_1932,9391,569,120,72,114,0,1
user_1933,6988,414,196,47,93,0,0
user_1934,1384,836,172,37,2,0,0
user_1935,7446,216,38,88,100,0,0
user_1936,9119,636,155,85,100,0,0
user_1937,166,935,96,54,108,0,0
user_1938,3655,423,36,67,28,0,0
user_1939,2323,188,137,34,115,0,0
user_1940,7928,336,59,47,25,1,0
user_1941,6908,593,127,70,95,0,0
user_1942,9211,823,49,13,18,1,0
user_1943,3830,92,184,25,14,0,1
user_1944,5621,373,39,33,28,1,0
user_1945,677,791,80,42,116,0,1
user_1946,1262,72,185,96,32,1,1
user_1947,2317,426,81,59,71,0,1
user_1948,7254,541,17,50,63,0,0
user_1949,1418,257,132,17,75,0,0
user_1950,879,804,150,44,61,0,0
user_1951,7115,747,178,69,57,0,0
user_1952,3770,232,190,60,17,0,0
user_1953,8129,0,1,35,108,0,0
user_1954,9819,683,69,81,114,0,1
user_1955,8018,695,65,66,108,0,0
user_1956,5016,710,92,79,91,0,0
user_1957,9051,46,28,23,91,0,1
user_1958,4710,498,183,35,68,0,0
user_1959,3710,250,32,24,23,0,0
user_1960,6052,887,165,63,70,0,0
user_1961,7129,248,57,3,75,0,1
user_1962,5617,766,143,25,40,0,0
user_1963,3070,222,17,44,78,0,1
user_1964,9758,505,4,28,35,0,0
user_1965,2010,589,23,20,12,0,0
user_1966,9476,989,13,83,104,0,0
user_1967,1484,978,44,22,88,0,0
user_1968,3536,862,87,51,111,0,1
user_1969,2005,665,62,57,43,1,0
user_1970,5221,185,93,62,84,0,0
user_1971,9465,455,154,60,20,0,0
user_1972,7041,990,95,86,33,1,1
user_1973,6809,183,147,67,72,0,0
user_1974,2533,954,101,89,32,0,0
user_1975,4031,150,86,53,31,0,0
user_1976,9004,825,184,16,113,0,0
user_1977,9198,50,16,85,12,0,1
user_1978,8288,846,194,36,62,0,0
user_1979,3551,264,151,6,67,0,0
user_1980,705,783,1,88,62,0,1
user_1981,4690,889,140,98,100,0,0
user_1982,1673,294,52,93,104,0,0
user_1983,2751,827,27,45,38,0,0
user_1984,1701,789,184,69,114,0,0
user_1985,2827,383,82,85,15,0,0
user_1986,2631,373,170,57,41,0,1
user_1987,3752,529,113,61,85,0,1
user_1988,7127,772,187,70,24,0,0
user_1989,2548,373,39,95,68,0,0
user_1990,9192,128,12,60,60,1,0
user_1991,9758,248,114,63,27,0,1
user_1992,4956,587,24,14,79,1,0
user_1993,3202,494,156,66,64,0,0
user_1994,8428,231,22,21,22,0,0
user_1995,9740,280,58,22,93,0,0
user_1996,483,624,189,51,64,0,0
user_1997,759,763,38,68,116,0,1
user_1998,238,243,123,69,80,0,0
user_1999,1340,599,191,58,19,0,0
user_2000,8406,369,68,87,18,0,0
user_2001,1844,60,153,41,19,0,0
user_2002,4836,541,82,9,87,0,0
user_2003,2944,113,3,66,80,0,1
user_2004,5013,401,101,44,83,0,0
user_2005,3697,266,150,99,1,0,1
user_2006,8639,287,149,81,5,0,1
user_2007,9773,141,69,2,8,0,1
user_2008,6604,519,85,32,39,0,0
user_2009,7644,133,27,57,69,0,0
user_2010,4212,458,37,22,23,0,0
user_2011,5588,675,188,13,57,0,0
user_2012,9426,111,58,3,46,0,1
user_2013,6334,821,20,33,114,0,0
user_2014,446,704,144,81,107,0,0
user_2015,4175,262,170,16,45,0,1
user_2016,3573,958,192,69,112,1,0
user_2017,9734,799,77,58,82,0,0
user_2018,3685,18,13,43,96,0,0
user_2019,5682,196,95,82,70,0,0
user_2020,8847,998,167,61,61,0,0
user_2021,7789,614,129,56,83,0,0
user_2022,8675,382,118,77,59,0,0
user_2023,4608,589,132,72,18,0,0
user_2024,2489,250,147,96,12,1,1
user_2025,7761,458,178,16,116,1,0
user_2026,6179,337,184,90,28,0,1
user_2027,6454,712,50,82,97,0,0
user_2028,7093,860,178,37,25,0,0
user_2029,3806,441,108,0,43,0,1
user_2030,6809,299,45,93,80,0,0
user_2031,3895,163,149,15,28,0,0
user_2032,4383,985,84,89,54,0,1
user_2033,1445,480,7,46,116,0,0
user_2034,245,265,44,3,5,0,1
user_2035,4606,215,84,28,97,0,0
user_2036,1787,952,160,86,83,0,1
user_2037,2657,530,179,84,106,0,1
user_2038,6476,560,172,91,50,0,0
user_2039,6583,788,144,30,36,0,1
user_2040,9382,760,108,73,95,0,0
user_2041,9555,305,198,23,41,0,0
user_2042,6542,271,81,43,79,0,0
user_2043,470,441,114,26,26,0,1
user_2044,7534,354,26,64,10,0,0
user_2045,5587,710,187,53,117,0,0
user_2046,5441,497,92,48,104,0,1
user_2047,525,964,33,65,66,1,0
user_2048,3581,637,83,28,6,0,0
user_2049,1094,378,68,29,98,0,0
user_2050,7776,378,25,88,5,0,0
user_2051,1223,246,72,31,31,0,0
user_2052,9504,571,54,38,115,0,0
user_2053,803,182,77,18,17,0,0
user_2054,3479,858,123,11,96,0,0
user_2055,6049,703,90,12,100,0,0
user_2056,8570,230,145,56,78,0,0
user_2057,9196,271,71,64,32,0,1
user_2058,9924,961,24,0,61,0,1
user_2059,1583,978,80,58,36,0,0
user_2060,9647,230,15,15,118,0,0
user_2061,6477,84,41,60,12,0,0
user_2062,3344,777,189,73,41,0,0
user_2063,9691,91,19,1,66,0,1
user_2064,7422,18,67,47,63,0,0
user_2065,5045,521,134,35,104,0,0
user_2066,9653,103,168,32,105,0,0
user_2067,1431,894,87,70,72,0,0
user_2068,8308,62,2,66,17,0,0
user_2069,5580,610,85,33,24,0,0
user_2070,8665,15,80,9,45,1,0
user_2071,7014,788,97,56,77,0,0
user_2072,8169,909,17,13,51,0,0
user_2073,4464,375,119,27,96,0,0
user_2074,5659,116,7,86,16,0,1
user_2075,1547,573,86,30,73,0,0
user_2076,9166,701,96,50,109,0,0
user_2077,8848,600,48,15,45,0,1
user_2078,7658,710,32,46,102,0,0
user_2079,8310,764,47,67,46,0,0
user_2080,3257,909,12,39,32,0,0
user_2081,4738,453,133,42,11,0,0
user_2082,1574,318,36,90,79,0,1
user_2083,2437,506,44,29,91,0,0
user_2084,3169,71,44,7,63,0,0
user_2085,3391,399,38,90,72,0,0
user_2086,4692,41,16,5,14,0,0
user_2087,5676,848,121,79,47,0,0
user_2088,485,308,66,43,23,0,1
user_2089,8581,178,143,66,118,0,0
user_2090,2647,195,107,9,56,1,0
user_2091,6702,646,3,22,36,0,0
user_2092,4189,637,3,69,30,0,1
user_2093,9697,673,51,89,26,0,0
user_2094,8670,260,130,8,33,0,0
user_2095,1611,360,79,86,28,0,0
user_2096,1413,708,44,37,50,0,0
user_2097,3539,546,67,4,112,0,1
user_2098,3248,509,22,16,82,0,0
user_2099,8087,498,2,84,29,0,1
user_2100,5328,773,122,88,70,0,0
user_2101,5606,613,128,65,72,0,0
user_2102,4471,431,78,39,97,0,0
user_2103,3116,298,46,62,72,0,0
user_2104,6438,881,179,99,31,0,0
user_2105,4756,999,180,41,84,0,0
user_2106,6029,113,10,61,79,0,0
user_2107,9820,843,194,27,107,1,1
user_2108,4266,546,90,22,30,0,0
user_2109,5500,862,11,59,25,0,1
user_2110,8004,59,116,81,42,0,0
user_2111,7067,662,55,34,70,0,0
user_2112,8360,39,48,0,46,0,1
user_2113,9228,181,160,97,84,0,0
user_2114,603,706,61,17,74,0,0
user_2115,8945,579,175,24,112,0,0
user_2116,4477,995,23,35,93,0,0
user_2117,4472,332,21,80,100,0,0
user_2118,1902,495,197,77,65,0,0
user_2119,1896,603,13,58,40,0,0
user_2120,5523,387,0,10,13,0,0
user_2121,503,304,114,3,87,0,1
user_2122,208,165,115,53,36,0,0
user_2123,9090,961,23,71,34,0,0
user_2124,4027,576,74,65,78,0,0
user_2125,2008,684,140,31,41,0,0
user_2126,6491,994,195,94,33,0,0
user_2127,8069,599,35,20,103,0,0
user_2128,1382,899,103,87,23,0,0
user_2129,4340,849,79,98,111,0,0
user_2130,456,158,170,94,73,0,0
user_2131,5781,477,37,59,29,0,0
user_2132,885,693,110,35,101,0,0
user_2133,6656,219,179,2,112,0,1
user_2134,551,228,14,2,100,0,1
user_2135,9832,161,89,34,81,0,0
user_2136,5133,72,41,97,25,0,0
user_2137,670,482,87,29,75,0,1
user_2138,4968,892,126,74,8,0,0
user_2139,1179,390,37,38,69,0,0
user_2140,2251,505,115,61,61,0,0
user_2141,2953,191,48,56,5,0,0
user_2142,2091,862,150,24,8,1,0
user_2143,7759,641,188,33,77,0,0
user_2144,41,360,10,4,34,0,1
user_2145,4199,963,87,54,9,0,0
user_2146,5696,621,56,52,17,0,0
user_2147,3664,201,87,95,116,0,0
user_2148,6507,893,38,77,23,0,0
user_2149,2403,367,166,25,115,0,1
user_2150,4569,649,2,8,115,0,1
user_2151,5628,612,37,99,2,0,0
user_2152,1093,529,20,15,51,0,0
